condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.2513127165253866,-1.545763885602355,27.082663879294063
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.1865053735673428,-2.661260108153025,26.783160908330707
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-2.7435310019180177,-3.073934182524681,26.39778493599974
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.64500360712409,-3.4584277073542276,25.743708773405547
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-2.9894048144871537,-3.292883314192295,27.201087005094575
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.7759937789912024,-4.284869750340779,26.21912660656104
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.5335580432787537,-4.529729276895523,26.102725996734677
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.712854616343975,-4.372428735097249,26.60847331433513
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.322973318651996,-3.9201262779533863,27.431527246916254
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-5.092508669011295,-7.579328775405884,25.827308852059357
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.8076290003955364,-6.120691140492757,25.309624562627818
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-4.709222336403197,-8.067973136901855,25.221016349180886
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.9849281791597604,-5.62856928507487,25.301325367827783
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-4.396593747544102,-2.3797419369220734,25.313251332769212
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-2.8842716506785817,-2.613497798641523,24.905823057014015
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-3.907670628900329,-2.5843568444252014,25.40332346254029
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-2.941135851293802,-1.8788252870241802,25.250341454944806
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.2519811757374555,-0.2789766676723957,27.458004319981885
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.288478100568884,-1.691932709266742,27.887446375047528
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-2.9952328445182905,-0.34011366963386536,27.70920905913814
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.324915746692568,-1.093434155608217,28.176514814617736
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.174276225682762,-1.272395943601926,26.028250629605047
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-2.1388395991176368,-1.5071361176669598,25.77570304991086
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.221092960238457,-1.6277172937989235,25.345996829493494
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-2.28673062405803,-1.2676302436739206,26.7431536161564
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-4.639432722236961,-4.72943913936615,26.439030503260263
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.8184159086085856,-6.06170654296875,26.31979561934768
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-4.408495497786337,-5.4459145069122314,25.85274852577498
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.325062272242374,-4.752192258834839,26.562555322415967
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-4.0156315983357755,-3.7228585343807934,25.638191225725784
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-2.8298919555731117,-2.7500065760686994,25.174875467746205
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.769785888803502,-3.7739307336509227,24.70664513353557
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-2.7657477944581346,-1.9057099723722786,26.406587696001502
no_honorific,bert-kor-base,팀장님이 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.6505379709932537,-1.1409604450066884,25.28482604023461
verb_only,bert-kor-base,팀장님이 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.1705045324750243,-3.696612536907196,24.801684122263566
noun_only,bert-kor-base,팀장님께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.0044956214725973,-1.179822524388631,25.14193184700813
all_honorific,bert-kor-base,팀장님께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-2.780394924042577,-2.331219881772995,25.867822461157807
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-4.070705246283776,-1.7603781390935183,24.733080930764995
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.6561424570158123,-1.6739116534590721,24.39107760712042
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-4.061220638971362,-1.9545399484535058,25.2739209643087
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.7052532280795276,-1.4311710838228464,25.173246448077233
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-4.260019805696276,-3.1789421240488687,23.93504290664777
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.4555916102603077,-3.5240744948387146,24.011664617260166
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-4.310347970161173,-3.430337389310201,24.133398065124485
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.6925105921924115,-3.625667706131935,24.853364220917236
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-4.453886801480419,-4.163143714269002,24.975694792545347
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.70597106567584,-3.7566135488450527,25.2645926253259
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-4.664035441871318,-4.7812416553497314,25.318042081491647
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.88922524638474,-3.9061038680374622,25.64141624439476
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-5.741808102466166,-7.662591457366943,24.023213596230907
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-4.477645622359382,-5.8620429039001465,23.954412280718543
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-5.778669954277575,-8.059406757354736,24.239897977705976
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-4.604099384612507,-5.622712771097819,24.568728806155665
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-4.875720648211427,-2.5015063881874084,24.787408186380745
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.5608865422093205,-2.5451358829935393,25.211998954830847
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-4.684584495611489,-2.6656031608581543,24.895996656274317
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.668172946303255,-2.6801047200957933,26.202822651259247
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.9311420078156516,-0.2886780723929405,25.353572321298696
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.8058244232088327,-1.4647115301340818,25.615665626046376
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.774122547940351,-0.5333391651511192,25.97712087543414
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.9324419115566545,-1.4979533938070138,26.623792153012783
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.790466677811411,-1.2371255209048588,23.81444316841794
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-2.4024589193984864,-0.9889971539378166,24.461915197219
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.8482999677459397,-1.403804103533427,24.182835510010904
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-2.5501637917011974,-0.9750200174748898,25.6290252383654
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-5.338273559696972,-5.674968957901001,24.72993846376843
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-4.166918735951185,-5.468190431594849,24.609732221843775
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-5.499936610227451,-6.3840858936309814,25.20380157376012
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-4.2800439049024135,-5.3091185092926025,25.552642927603003
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-4.35816030991687,-3.941192850470543,24.00151901672047
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.0553710964508354,-2.185940452851355,24.498265450305365
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-4.642161555926908,-4.3640708670020105,24.2953561912338
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.1554494800046085,-2.004405706189573,25.37748478907466
no_honorific,bert-kor-base,이모님이 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-4.250713739440673,-1.6345382730166118,24.44959848769481
verb_only,bert-kor-base,이모님이 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.3211106626316904,-2.8853551521897316,24.07763716213114
noun_only,bert-kor-base,이모님께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-4.102560092177656,-1.8106853465239208,24.66262307835952
all_honorific,bert-kor-base,이모님께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.3240531917661427,-2.571691796183586,24.358976013440973
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-5.469585100421682,-2.0292098273833594,25.50226989709589
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-4.779737142742508,-3.1494088859762996,24.722393240909774
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-4.036902467202809,-1.6487071067094803,26.96345376088321
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.8715229597873986,-1.8001830587163568,26.537539413952064
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-5.253269002540037,-3.146016995112101,24.679224219682006
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-4.625570260402229,-3.4962609708309174,25.03367358380422
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-4.36067542185386,-2.7153918941815696,24.92238842594512
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.5970950838178397,-3.210474133491516,25.14193184700813
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-6.4796119255479425,-4.44594144821167,24.798816827508382
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-6.124476738791499,-4.855476498603821,25.170860704744463
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-5.110386433079839,-4.737183411916097,26.687029485804434
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-4.04376635150984,-4.068760443478823,26.716016129711452
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-7.132875844304051,-7.482516527175903,24.945992700810738
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-6.698703750967979,-8.105430920918783,25.083947552304434
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-5.968797381035984,-8.501172542572021,25.407852797633414
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-4.844525473399295,-6.0692979494730634,25.80121151668683
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-6.259638220337885,-2.3469038903713226,25.191509629737656
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-5.746317968936637,-3.7763536820809045,25.103914050139004
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-4.9552705025998875,-2.5247079730033875,25.386939707288494
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-4.146240586311453,-3.1034671515226364,26.74642541410641
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-5.649484652360635,-0.4078824296593666,25.270063049484545
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-4.526435554493219,-1.8114096572001774,25.512693421599383
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-4.305993979913183,-0.6158886216580868,26.91097291100712
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-3.2450753026124506,-1.4104195224742095,27.71933264589853
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-5.283167358953506,-2.0699727535247803,23.86325322059401
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-4.685398594786723,-2.3883077753707767,24.691750060109644
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-4.059454515576363,-1.440201297402382,25.63808941199647
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-2.598733493126929,-1.0523584354668856,25.566558387849614
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-6.505241349605577,-4.272520184516907,26.469976373525913
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-6.0866164755342265,-5.589994430541992,25.328339026764105
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-5.534929899964482,-5.534908056259155,26.557095905146976
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-4.284598386962898,-4.876794099807739,26.555874140395247
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-5.449018707545474,-3.605171462893486,24.77054563142895
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-4.758749330933723,-2.160980511456728,23.851814310519824
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-4.5349246415902265,-4.088023879006505,25.847536763523237
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.4639630211517214,-2.1418059184215963,26.099888970926045
no_honorific,bert-kor-base,손님이 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-5.31606489920523,-1.2236846784750621,25.93971120921846
verb_only,bert-kor-base,손님이 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-5.747659257716602,-4.2563308998942375,24.986022006764358
noun_only,bert-kor-base,손님께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-4.210100383083853,-1.481298993031184,26.504045448731233
all_honorific,bert-kor-base,손님께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.7009086344391107,-2.8863187953829765,25.896426615649307
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 책을 읽었다.,책을 읽었다,-3.8363318340852857,-1.2327569822470348,20.72593056908138
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 책을 읽으셨다.,책을 읽으셨다,-3.147265873901132,-1.0794754141243175,21.447535375571555
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 책을 읽었다.,책을 읽었다,-3.25401501937045,-1.4609722594420116,21.718874467629618
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 책을 읽으셨다.,책을 읽으셨다,-2.281522173713893,-0.5808781373780221,21.89124648721398
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 파스타를 먹었다.,파스타를 먹었다,-3.6229213507225118,-1.2394289798103273,21.033705217620636
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 파스타를 드셨다.,파스타를 드셨다,-3.404866439849138,-1.4924620896577836,21.582446822075582
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 파스타를 먹었다.,파스타를 먹었다,-2.9140181705355643,-1.2157452628016472,22.122327880358075
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 파스타를 드셨다.,파스타를 드셨다,-2.57964723828164,-1.2360135808587074,22.49669008372779
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 호통을 쳤다.,호통을 쳤다,-3.800435849931091,-0.8552552064259847,20.676845344663928
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 호통을 치셨다.,호통을 치셨다,-3.1811656397249966,-1.0267163775861263,21.802740087496357
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 호통을 쳤다.,호통을 쳤다,-3.301742153449191,-0.6937528289854527,21.948285565268534
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 호통을 치셨다.,호통을 치셨다,-2.5661179818212987,-0.5616933964192867,22.32177272091066
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 핸드폰을 샀다.,핸드폰을 샀다,-4.498411925509572,-2.9809784963726997,20.499290455913165
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 핸드폰을 사셨다.,핸드폰을 사셨다,-4.108600407010979,-3.116545148193836,21.196253588187712
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 핸드폰을 샀다.,핸드폰을 샀다,-3.6051259686549506,-2.5588818341493607,21.04665069571638
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.2266100123524666,-2.811216939240694,21.56290408949274
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 편지를 썼다.,편지를 썼다,-4.6993408767240386,-1.8141329884529114,21.145628775079736
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 편지를 쓰셨다.,편지를 쓰셨다,-3.69187540281564,-1.4867461323738098,21.709477335586474
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 편지를 썼다.,편지를 썼다,-4.034745749551803,-1.496500015258789,21.790699926074755
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 편지를 쓰셨다.,편지를 쓰셨다,-3.0787965001331434,-1.5041609207789104,22.28458869593291
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 노래를 불렀다.,노래를 불렀다,-3.9783636911639144,-1.3533113449811935,21.9013563153623
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 노래를 부르셨다.,노래를 부르셨다,-3.5698109893128276,-2.042689668635527,22.18403525548765
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 노래를 불렀다.,노래를 불렀다,-3.184667507186532,-0.3445531725883484,22.17262523849881
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 노래를 부르셨다.,노래를 부르셨다,-2.6752856990529432,-1.0560579958061378,22.193338828968727
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 티비를 봤다.,티비를 봤다,-4.929490783251822,-3.956189493338267,20.9153164883503
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 티비를 보셨다.,티비를 보셨다,-4.208384148776531,-3.0088673681020737,21.162966002147915
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 티비를 봤다.,티비를 봤다,-3.9739430199066796,-3.4192412296930947,20.80228123503602
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 티비를 보셨다.,티비를 보셨다,-3.3028539165854456,-2.405439257621765,21.553696826296147
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 산책을 했다.,산책을 했다,-4.930163578595966,-3.7642544507980347,20.847613110081042
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 산책을 하셨다.,산책을 하셨다,-3.919737567504247,-2.230903947725892,21.603864853483433
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 산책을 했다.,산책을 했다,-3.7592401347226567,-2.355853520333767,21.016124463118835
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 산책을 하셨다.,산책을 하셨다,-2.9582939341664316,-1.8047320935875177,21.525787481714133
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 정원을 가꿨다.,정원을 가꿨다,-3.7452886790037154,-1.8118996068835258,21.003335833200676
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 정원을 가꾸셨다.,정원을 가꾸셨다,-3.7641293393447994,-2.480903631821275,20.934493241852106
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 정원을 가꿨다.,정원을 가꿨다,-3.5581374405459925,-2.6247818022966385,22.155381569992702
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 정원을 가꾸셨다.,정원을 가꾸셨다,-2.637133925306526,-1.5778453942388295,21.620602205065403
no_honorific,koelectra-base,어제 저녁에 혼자서 선생님이 빨래를 널었다.,빨래를 널었다,-3.604122697893116,-1.702393902465701,20.87757386372255
verb_only,koelectra-base,어제 저녁에 혼자서 선생님이 빨래를 널으셨다.,빨래를 널으셨다,-3.3352810930460692,-1.8554017804563046,21.653266525978474
noun_only,koelectra-base,어제 저녁에 혼자서 선생님께서 빨래를 널었다.,빨래를 널었다,-3.3435344137251377,-1.9006701614707708,21.971098719940183
all_honorific,koelectra-base,어제 저녁에 혼자서 선생님께서 빨래를 널으셨다.,빨래를 널으셨다,-2.6728813265534965,-1.433728525787592,21.851715243017257
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 책을 읽었다.,책을 읽었다,-3.172675281763077,-1.6053201804558437,21.540749972339196
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 책을 읽으셨다.,책을 읽으셨다,-2.707756139524281,-1.1668289084918797,22.073224769744932
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 책을 읽었다.,책을 읽었다,-3.5294992675383887,-1.9938006127874057,21.431234171992173
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 책을 읽으셨다.,책을 읽으셨다,-2.606955838948488,-1.1495557203888893,21.936843903471935
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 파스타를 먹었다.,파스타를 먹었다,-3.129349501244724,-1.3419790430925786,21.21288499845675
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 파스타를 드셨다.,파스타를 드셨다,-2.9158948693763125,-1.434941293299198,22.291005712601905
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 파스타를 먹었다.,파스타를 먹었다,-3.4214753907173874,-1.5854052966460586,21.239184585426692
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 파스타를 드셨다.,파스타를 드셨다,-3.016218600964004,-1.449839075654745,21.99616278354633
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 호통을 쳤다.,호통을 쳤다,-3.173159573227167,-0.6106859197219213,21.27579900386478
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 호통을 치셨다.,호통을 치셨다,-2.6621599912643434,-0.6354657672345638,22.51365307654769
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 호통을 쳤다.,호통을 쳤다,-3.8586541463931403,-1.4372989982366562,20.958766185264277
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 호통을 치셨다.,호통을 치셨다,-2.8427683115005493,-0.7571919914335012,22.261814065375056
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 핸드폰을 샀다.,핸드폰을 샀다,-3.80678252544668,-2.9658687114715576,20.982531435891104
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 핸드폰을 사셨다.,핸드폰을 사셨다,-3.487780924886465,-2.8854009490460157,21.7788688955566
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 핸드폰을 샀다.,핸드폰을 샀다,-4.124702824486627,-3.1995300402243934,20.928370659481388
all_honorific,koelectra-base,어제 저녁에 혼자서 교수님께서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.6131916187703608,-3.061308102682233,21.563798399277225
no_honorific,koelectra-base,어제 저녁에 혼자서 교수님이 편지를 썼다.,편지를 썼다,-4.070318361744285,-1.953276813030243,21.33432951546762
verb_only,koelectra-base,어제 저녁에 혼자서 교수님이 편지를 쓰셨다.,편지를 쓰셨다,-3.329981921447648,-1.7871331572532654,22.33760337995728
noun_only,koelectra-base,어제 저녁에 혼자서 교수님께서 편지를 썼다.,편지를 썼다,-4.563631155528128,-1.9614934921264648,21.20393089372223
