exp_idx,item_number,condition,sentence,distance,subject,subject_marker,verb_phrase,target_phrase,match,grammatical
1,224,honorableS-honorificV,어머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,어머니가,가,핸드폰을 사셨다,사셨다,True,
1,224,honorableS-plainV,어머니가 어제 저녁에 혼자서 핸드폰을 샀다.,far,어머니가,가,핸드폰을 샀다,샀다,False,
1,225,honorableS-honorificV,어머니가 어제 저녁에 혼자서 편지를 쓰셨다.,far,어머니가,가,편지를 쓰셨다,쓰셨다,True,
1,225,honorableS-plainV,어머니가 어제 저녁에 혼자서 편지를 썼다.,far,어머니가,가,편지를 썼다,썼다,False,
1,226,honorableS-honorificV,어머니가 어제 저녁에 혼자서 노래를 부르셨다.,far,어머니가,가,노래를 부르셨다,부르셨다,True,
1,226,honorableS-plainV,어머니가 어제 저녁에 혼자서 노래를 불렀다.,far,어머니가,가,노래를 불렀다,불렀다,False,
1,227,honorableS-honorificV,어머니가 어제 저녁에 혼자서 티비를 보셨다.,far,어머니가,가,티비를 보셨다,보셨다,True,
1,227,honorableS-plainV,어머니가 어제 저녁에 혼자서 티비를 봤다.,far,어머니가,가,티비를 봤다,봤다,False,
1,228,honorableS-honorificV,어머니가 어제 저녁에 혼자서 산책을 하셨다.,far,어머니가,가,산책을 하셨다,하셨다,True,
1,228,honorableS-plainV,어머니가 어제 저녁에 혼자서 산책을 했다.,far,어머니가,가,산책을 했다,했다,False,
1,229,honorableS-honorificV,어머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,far,어머니가,가,정원을 가꾸셨다,가꾸셨다,True,
1,229,honorableS-plainV,어머니가 어제 저녁에 혼자서 정원을 가꿨다.,far,어머니가,가,정원을 가꿨다,가꿨다,False,
1,230,honorableS-honorificV,어머니가 어제 저녁에 혼자서 빨래를 널으셨다.,far,어머니가,가,빨래를 널으셨다,널으셨다,True,
1,230,honorableS-plainV,어머니가 어제 저녁에 혼자서 빨래를 널었다.,far,어머니가,가,빨래를 널었다,널었다,False,
1,231,honorableS-honorificV,아버지가 어제 저녁에 혼자서 책을 읽으셨다.,far,아버지가,가,책을 읽으셨다,읽으셨다,True,
1,231,honorableS-plainV,아버지가 어제 저녁에 혼자서 책을 읽었다.,far,아버지가,가,책을 읽었다,읽었다,False,
1,232,honorableS-honorificV,아버지가 어제 저녁에 혼자서 파스타를 드셨다.,far,아버지가,가,파스타를 드셨다,드셨다,True,
1,232,honorableS-plainV,아버지가 어제 저녁에 혼자서 파스타를 먹었다.,far,아버지가,가,파스타를 먹었다,먹었다,False,
1,233,honorableS-honorificV,아버지가 어제 저녁에 혼자서 호통을 치셨다.,far,아버지가,가,호통을 치셨다,치셨다,True,
1,233,honorableS-plainV,아버지가 어제 저녁에 혼자서 호통을 쳤다.,far,아버지가,가,호통을 쳤다,쳤다,False,
1,234,honorableS-honorificV,아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,아버지가,가,핸드폰을 사셨다,사셨다,True,
1,234,honorableS-plainV,아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,far,아버지가,가,핸드폰을 샀다,샀다,False,
1,235,honorableS-honorificV,아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,far,아버지가,가,편지를 쓰셨다,쓰셨다,True,
1,235,honorableS-plainV,아버지가 어제 저녁에 혼자서 편지를 썼다.,far,아버지가,가,편지를 썼다,썼다,False,
1,236,honorableS-honorificV,아버지가 어제 저녁에 혼자서 노래를 부르셨다.,far,아버지가,가,노래를 부르셨다,부르셨다,True,
1,236,honorableS-plainV,아버지가 어제 저녁에 혼자서 노래를 불렀다.,far,아버지가,가,노래를 불렀다,불렀다,False,
1,237,honorableS-honorificV,아버지가 어제 저녁에 혼자서 티비를 보셨다.,far,아버지가,가,티비를 보셨다,보셨다,True,
1,237,honorableS-plainV,아버지가 어제 저녁에 혼자서 티비를 봤다.,far,아버지가,가,티비를 봤다,봤다,False,
1,238,honorableS-honorificV,아버지가 어제 저녁에 혼자서 산책을 하셨다.,far,아버지가,가,산책을 하셨다,하셨다,True,
1,238,honorableS-plainV,아버지가 어제 저녁에 혼자서 산책을 했다.,far,아버지가,가,산책을 했다,했다,False,
1,239,honorableS-honorificV,아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,far,아버지가,가,정원을 가꾸셨다,가꾸셨다,True,
1,239,honorableS-plainV,아버지가 어제 저녁에 혼자서 정원을 가꿨다.,far,아버지가,가,정원을 가꿨다,가꿨다,False,
1,240,honorableS-honorificV,아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,far,아버지가,가,빨래를 널으셨다,널으셨다,True,
1,240,honorableS-plainV,아버지가 어제 저녁에 혼자서 빨래를 널었다.,far,아버지가,가,빨래를 널었다,널었다,False,
1,241,honorableS-honorificV,할머니가 어제 저녁에 혼자서 책을 읽으셨다.,far,할머니가,가,책을 읽으셨다,읽으셨다,True,
1,241,honorableS-plainV,할머니가 어제 저녁에 혼자서 책을 읽었다.,far,할머니가,가,책을 읽었다,읽었다,False,
1,242,honorableS-honorificV,할머니가 어제 저녁에 혼자서 파스타를 드셨다.,far,할머니가,가,파스타를 드셨다,드셨다,True,
1,242,honorableS-plainV,할머니가 어제 저녁에 혼자서 파스타를 먹었다.,far,할머니가,가,파스타를 먹었다,먹었다,False,
1,243,honorableS-honorificV,할머니가 어제 저녁에 혼자서 호통을 치셨다.,far,할머니가,가,호통을 치셨다,치셨다,True,
1,243,honorableS-plainV,할머니가 어제 저녁에 혼자서 호통을 쳤다.,far,할머니가,가,호통을 쳤다,쳤다,False,
1,244,honorableS-honorificV,할머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,할머니가,가,핸드폰을 사셨다,사셨다,True,
1,244,honorableS-plainV,할머니가 어제 저녁에 혼자서 핸드폰을 샀다.,far,할머니가,가,핸드폰을 샀다,샀다,False,
1,245,honorableS-honorificV,할머니가 어제 저녁에 혼자서 편지를 쓰셨다.,far,할머니가,가,편지를 쓰셨다,쓰셨다,True,
1,245,honorableS-plainV,할머니가 어제 저녁에 혼자서 편지를 썼다.,far,할머니가,가,편지를 썼다,썼다,False,
1,246,honorableS-honorificV,할머니가 어제 저녁에 혼자서 노래를 부르셨다.,far,할머니가,가,노래를 부르셨다,부르셨다,True,
1,246,honorableS-plainV,할머니가 어제 저녁에 혼자서 노래를 불렀다.,far,할머니가,가,노래를 불렀다,불렀다,False,
1,247,honorableS-honorificV,할머니가 어제 저녁에 혼자서 티비를 보셨다.,far,할머니가,가,티비를 보셨다,보셨다,True,
1,247,honorableS-plainV,할머니가 어제 저녁에 혼자서 티비를 봤다.,far,할머니가,가,티비를 봤다,봤다,False,
1,248,honorableS-honorificV,할머니가 어제 저녁에 혼자서 산책을 하셨다.,far,할머니가,가,산책을 하셨다,하셨다,True,
1,248,honorableS-plainV,할머니가 어제 저녁에 혼자서 산책을 했다.,far,할머니가,가,산책을 했다,했다,False,
1,249,honorableS-honorificV,할머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,far,할머니가,가,정원을 가꾸셨다,가꾸셨다,True,
1,249,honorableS-plainV,할머니가 어제 저녁에 혼자서 정원을 가꿨다.,far,할머니가,가,정원을 가꿨다,가꿨다,False,
1,250,honorableS-honorificV,할머니가 어제 저녁에 혼자서 빨래를 널으셨다.,far,할머니가,가,빨래를 널으셨다,널으셨다,True,
1,250,honorableS-plainV,할머니가 어제 저녁에 혼자서 빨래를 널었다.,far,할머니가,가,빨래를 널었다,널었다,False,
1,251,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 책을 읽으셨다.,far,할아버지가,가,책을 읽으셨다,읽으셨다,True,
1,251,honorableS-plainV,할아버지가 어제 저녁에 혼자서 책을 읽었다.,far,할아버지가,가,책을 읽었다,읽었다,False,
1,252,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 파스타를 드셨다.,far,할아버지가,가,파스타를 드셨다,드셨다,True,
1,252,honorableS-plainV,할아버지가 어제 저녁에 혼자서 파스타를 먹었다.,far,할아버지가,가,파스타를 먹었다,먹었다,False,
1,253,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 호통을 치셨다.,far,할아버지가,가,호통을 치셨다,치셨다,True,
1,253,honorableS-plainV,할아버지가 어제 저녁에 혼자서 호통을 쳤다.,far,할아버지가,가,호통을 쳤다,쳤다,False,
1,254,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,할아버지가,가,핸드폰을 사셨다,사셨다,True,
1,254,honorableS-plainV,할아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,far,할아버지가,가,핸드폰을 샀다,샀다,False,
1,255,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,far,할아버지가,가,편지를 쓰셨다,쓰셨다,True,
1,255,honorableS-plainV,할아버지가 어제 저녁에 혼자서 편지를 썼다.,far,할아버지가,가,편지를 썼다,썼다,False,
1,256,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 노래를 부르셨다.,far,할아버지가,가,노래를 부르셨다,부르셨다,True,
1,256,honorableS-plainV,할아버지가 어제 저녁에 혼자서 노래를 불렀다.,far,할아버지가,가,노래를 불렀다,불렀다,False,
1,257,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 티비를 보셨다.,far,할아버지가,가,티비를 보셨다,보셨다,True,
1,257,honorableS-plainV,할아버지가 어제 저녁에 혼자서 티비를 봤다.,far,할아버지가,가,티비를 봤다,봤다,False,
1,258,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 산책을 하셨다.,far,할아버지가,가,산책을 하셨다,하셨다,True,
1,258,honorableS-plainV,할아버지가 어제 저녁에 혼자서 산책을 했다.,far,할아버지가,가,산책을 했다,했다,False,
1,259,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,far,할아버지가,가,정원을 가꾸셨다,가꾸셨다,True,
1,259,honorableS-plainV,할아버지가 어제 저녁에 혼자서 정원을 가꿨다.,far,할아버지가,가,정원을 가꿨다,가꿨다,False,
1,260,honorableS-honorificV,할아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,far,할아버지가,가,빨래를 널으셨다,널으셨다,True,
1,260,honorableS-plainV,할아버지가 어제 저녁에 혼자서 빨래를 널었다.,far,할아버지가,가,빨래를 널었다,널었다,False,
1,261,honorableS-honorificV,사장님이 어제 저녁에 혼자서 책을 읽으셨다.,far,사장님이,이,책을 읽으셨다,읽으셨다,True,
1,261,honorableS-plainV,사장님이 어제 저녁에 혼자서 책을 읽었다.,far,사장님이,이,책을 읽었다,읽었다,False,
1,262,honorableS-honorificV,사장님이 어제 저녁에 혼자서 파스타를 드셨다.,far,사장님이,이,파스타를 드셨다,드셨다,True,
1,262,honorableS-plainV,사장님이 어제 저녁에 혼자서 파스타를 먹었다.,far,사장님이,이,파스타를 먹었다,먹었다,False,
1,263,honorableS-honorificV,사장님이 어제 저녁에 혼자서 호통을 치셨다.,far,사장님이,이,호통을 치셨다,치셨다,True,
1,263,honorableS-plainV,사장님이 어제 저녁에 혼자서 호통을 쳤다.,far,사장님이,이,호통을 쳤다,쳤다,False,
1,264,honorableS-honorificV,사장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,far,사장님이,이,핸드폰을 사셨다,사셨다,True,
1,264,honorableS-plainV,사장님이 어제 저녁에 혼자서 핸드폰을 샀다.,far,사장님이,이,핸드폰을 샀다,샀다,False,
1,265,honorableS-honorificV,사장님이 어제 저녁에 혼자서 편지를 쓰셨다.,far,사장님이,이,편지를 쓰셨다,쓰셨다,True,
1,265,honorableS-plainV,사장님이 어제 저녁에 혼자서 편지를 썼다.,far,사장님이,이,편지를 썼다,썼다,False,
1,266,honorableS-honorificV,사장님이 어제 저녁에 혼자서 노래를 부르셨다.,far,사장님이,이,노래를 부르셨다,부르셨다,True,
1,266,honorableS-plainV,사장님이 어제 저녁에 혼자서 노래를 불렀다.,far,사장님이,이,노래를 불렀다,불렀다,False,
1,267,honorableS-honorificV,사장님이 어제 저녁에 혼자서 티비를 보셨다.,far,사장님이,이,티비를 보셨다,보셨다,True,
1,267,honorableS-plainV,사장님이 어제 저녁에 혼자서 티비를 봤다.,far,사장님이,이,티비를 봤다,봤다,False,
1,268,honorableS-honorificV,사장님이 어제 저녁에 혼자서 산책을 하셨다.,far,사장님이,이,산책을 하셨다,하셨다,True,
1,268,honorableS-plainV,사장님이 어제 저녁에 혼자서 산책을 했다.,far,사장님이,이,산책을 했다,했다,False,
1,269,honorableS-honorificV,사장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,far,사장님이,이,정원을 가꾸셨다,가꾸셨다,True,
1,269,honorableS-plainV,사장님이 어제 저녁에 혼자서 정원을 가꿨다.,far,사장님이,이,정원을 가꿨다,가꿨다,False,
1,270,honorableS-honorificV,사장님이 어제 저녁에 혼자서 빨래를 널으셨다.,far,사장님이,이,빨래를 널으셨다,널으셨다,True,
1,270,honorableS-plainV,사장님이 어제 저녁에 혼자서 빨래를 널었다.,far,사장님이,이,빨래를 널었다,널었다,False,
1,271,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 책을 읽으셨다.,far,팀장님이,이,책을 읽으셨다,읽으셨다,True,
1,271,honorableS-plainV,팀장님이 어제 저녁에 혼자서 책을 읽었다.,far,팀장님이,이,책을 읽었다,읽었다,False,
1,272,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 파스타를 드셨다.,far,팀장님이,이,파스타를 드셨다,드셨다,True,
1,272,honorableS-plainV,팀장님이 어제 저녁에 혼자서 파스타를 먹었다.,far,팀장님이,이,파스타를 먹었다,먹었다,False,
1,273,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 호통을 치셨다.,far,팀장님이,이,호통을 치셨다,치셨다,True,
1,273,honorableS-plainV,팀장님이 어제 저녁에 혼자서 호통을 쳤다.,far,팀장님이,이,호통을 쳤다,쳤다,False,
1,274,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,far,팀장님이,이,핸드폰을 사셨다,사셨다,True,
1,274,honorableS-plainV,팀장님이 어제 저녁에 혼자서 핸드폰을 샀다.,far,팀장님이,이,핸드폰을 샀다,샀다,False,
1,275,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 편지를 쓰셨다.,far,팀장님이,이,편지를 쓰셨다,쓰셨다,True,
1,275,honorableS-plainV,팀장님이 어제 저녁에 혼자서 편지를 썼다.,far,팀장님이,이,편지를 썼다,썼다,False,
1,276,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 노래를 부르셨다.,far,팀장님이,이,노래를 부르셨다,부르셨다,True,
1,276,honorableS-plainV,팀장님이 어제 저녁에 혼자서 노래를 불렀다.,far,팀장님이,이,노래를 불렀다,불렀다,False,
1,277,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 티비를 보셨다.,far,팀장님이,이,티비를 보셨다,보셨다,True,
1,277,honorableS-plainV,팀장님이 어제 저녁에 혼자서 티비를 봤다.,far,팀장님이,이,티비를 봤다,봤다,False,
1,278,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 산책을 하셨다.,far,팀장님이,이,산책을 하셨다,하셨다,True,
1,278,honorableS-plainV,팀장님이 어제 저녁에 혼자서 산책을 했다.,far,팀장님이,이,산책을 했다,했다,False,
1,279,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,far,팀장님이,이,정원을 가꾸셨다,가꾸셨다,True,
1,279,honorableS-plainV,팀장님이 어제 저녁에 혼자서 정원을 가꿨다.,far,팀장님이,이,정원을 가꿨다,가꿨다,False,
1,280,honorableS-honorificV,팀장님이 어제 저녁에 혼자서 빨래를 널으셨다.,far,팀장님이,이,빨래를 널으셨다,널으셨다,True,
1,280,honorableS-plainV,팀장님이 어제 저녁에 혼자서 빨래를 널었다.,far,팀장님이,이,빨래를 널었다,널었다,False,
1,281,honorableS-honorificV,이모님이 어제 저녁에 혼자서 책을 읽으셨다.,far,이모님이,이,책을 읽으셨다,읽으셨다,True,
1,281,honorableS-plainV,이모님이 어제 저녁에 혼자서 책을 읽었다.,far,이모님이,이,책을 읽었다,읽었다,False,
1,282,honorableS-honorificV,이모님이 어제 저녁에 혼자서 파스타를 드셨다.,far,이모님이,이,파스타를 드셨다,드셨다,True,
1,282,honorableS-plainV,이모님이 어제 저녁에 혼자서 파스타를 먹었다.,far,이모님이,이,파스타를 먹었다,먹었다,False,
1,283,honorableS-honorificV,이모님이 어제 저녁에 혼자서 호통을 치셨다.,far,이모님이,이,호통을 치셨다,치셨다,True,
1,283,honorableS-plainV,이모님이 어제 저녁에 혼자서 호통을 쳤다.,far,이모님이,이,호통을 쳤다,쳤다,False,
1,284,honorableS-honorificV,이모님이 어제 저녁에 혼자서 핸드폰을 사셨다.,far,이모님이,이,핸드폰을 사셨다,사셨다,True,
1,284,honorableS-plainV,이모님이 어제 저녁에 혼자서 핸드폰을 샀다.,far,이모님이,이,핸드폰을 샀다,샀다,False,
1,285,honorableS-honorificV,이모님이 어제 저녁에 혼자서 편지를 쓰셨다.,far,이모님이,이,편지를 쓰셨다,쓰셨다,True,
1,285,honorableS-plainV,이모님이 어제 저녁에 혼자서 편지를 썼다.,far,이모님이,이,편지를 썼다,썼다,False,
1,286,honorableS-honorificV,이모님이 어제 저녁에 혼자서 노래를 부르셨다.,far,이모님이,이,노래를 부르셨다,부르셨다,True,
1,286,honorableS-plainV,이모님이 어제 저녁에 혼자서 노래를 불렀다.,far,이모님이,이,노래를 불렀다,불렀다,False,
1,287,honorableS-honorificV,이모님이 어제 저녁에 혼자서 티비를 보셨다.,far,이모님이,이,티비를 보셨다,보셨다,True,
1,287,honorableS-plainV,이모님이 어제 저녁에 혼자서 티비를 봤다.,far,이모님이,이,티비를 봤다,봤다,False,
1,288,honorableS-honorificV,이모님이 어제 저녁에 혼자서 산책을 하셨다.,far,이모님이,이,산책을 하셨다,하셨다,True,
1,288,honorableS-plainV,이모님이 어제 저녁에 혼자서 산책을 했다.,far,이모님이,이,산책을 했다,했다,False,
1,289,honorableS-honorificV,이모님이 어제 저녁에 혼자서 정원을 가꾸셨다.,far,이모님이,이,정원을 가꾸셨다,가꾸셨다,True,
1,289,honorableS-plainV,이모님이 어제 저녁에 혼자서 정원을 가꿨다.,far,이모님이,이,정원을 가꿨다,가꿨다,False,
1,290,honorableS-honorificV,이모님이 어제 저녁에 혼자서 빨래를 널으셨다.,far,이모님이,이,빨래를 널으셨다,널으셨다,True,
1,290,honorableS-plainV,이모님이 어제 저녁에 혼자서 빨래를 널었다.,far,이모님이,이,빨래를 널었다,널었다,False,
1,291,honorableS-honorificV,손님이 어제 저녁에 혼자서 책을 읽으셨다.,far,손님이,이,책을 읽으셨다,읽으셨다,True,
1,291,honorableS-plainV,손님이 어제 저녁에 혼자서 책을 읽었다.,far,손님이,이,책을 읽었다,읽었다,False,
1,292,honorableS-honorificV,손님이 어제 저녁에 혼자서 파스타를 드셨다.,far,손님이,이,파스타를 드셨다,드셨다,True,
1,292,honorableS-plainV,손님이 어제 저녁에 혼자서 파스타를 먹었다.,far,손님이,이,파스타를 먹었다,먹었다,False,
1,293,honorableS-honorificV,손님이 어제 저녁에 혼자서 호통을 치셨다.,far,손님이,이,호통을 치셨다,치셨다,True,
1,293,honorableS-plainV,손님이 어제 저녁에 혼자서 호통을 쳤다.,far,손님이,이,호통을 쳤다,쳤다,False,
1,294,honorableS-honorificV,손님이 어제 저녁에 혼자서 핸드폰을 사셨다.,far,손님이,이,핸드폰을 사셨다,사셨다,True,
1,294,honorableS-plainV,손님이 어제 저녁에 혼자서 핸드폰을 샀다.,far,손님이,이,핸드폰을 샀다,샀다,False,
1,295,honorableS-honorificV,손님이 어제 저녁에 혼자서 편지를 쓰셨다.,far,손님이,이,편지를 쓰셨다,쓰셨다,True,
1,295,honorableS-plainV,손님이 어제 저녁에 혼자서 편지를 썼다.,far,손님이,이,편지를 썼다,썼다,False,
1,296,honorableS-honorificV,손님이 어제 저녁에 혼자서 노래를 부르셨다.,far,손님이,이,노래를 부르셨다,부르셨다,True,
1,296,honorableS-plainV,손님이 어제 저녁에 혼자서 노래를 불렀다.,far,손님이,이,노래를 불렀다,불렀다,False,
1,297,honorableS-honorificV,손님이 어제 저녁에 혼자서 티비를 보셨다.,far,손님이,이,티비를 보셨다,보셨다,True,
1,297,honorableS-plainV,손님이 어제 저녁에 혼자서 티비를 봤다.,far,손님이,이,티비를 봤다,봤다,False,
1,298,honorableS-honorificV,손님이 어제 저녁에 혼자서 산책을 하셨다.,far,손님이,이,산책을 하셨다,하셨다,True,
1,298,honorableS-plainV,손님이 어제 저녁에 혼자서 산책을 했다.,far,손님이,이,산책을 했다,했다,False,
1,299,honorableS-honorificV,손님이 어제 저녁에 혼자서 정원을 가꾸셨다.,far,손님이,이,정원을 가꾸셨다,가꾸셨다,True,
1,299,honorableS-plainV,손님이 어제 저녁에 혼자서 정원을 가꿨다.,far,손님이,이,정원을 가꿨다,가꿨다,False,
1,300,honorableS-honorificV,손님이 어제 저녁에 혼자서 빨래를 널으셨다.,far,손님이,이,빨래를 널으셨다,널으셨다,True,
1,300,honorableS-plainV,손님이 어제 저녁에 혼자서 빨래를 널었다.,far,손님이,이,빨래를 널었다,널었다,False,
1,301,plainS-honorificV,아이가 어제 저녁에 혼자서 책을 읽으셨다.,far,아이가,가,책을 읽으셨다,읽으셨다,False,
1,301,plainS-plainV,아이가 어제 저녁에 혼자서 책을 읽었다.,far,아이가,가,책을 읽었다,읽었다,True,
1,302,plainS-honorificV,아이가 어제 저녁에 혼자서 파스타를 드셨다.,far,아이가,가,파스타를 드셨다,드셨다,False,
1,302,plainS-plainV,아이가 어제 저녁에 혼자서 파스타를 먹었다.,far,아이가,가,파스타를 먹었다,먹었다,True,
1,303,plainS-honorificV,아이가 어제 저녁에 혼자서 호통을 치셨다.,far,아이가,가,호통을 치셨다,치셨다,False,
1,303,plainS-plainV,아이가 어제 저녁에 혼자서 호통을 쳤다.,far,아이가,가,호통을 쳤다,쳤다,True,
1,304,plainS-honorificV,아이가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,아이가,가,핸드폰을 사셨다,사셨다,False,
1,304,plainS-plainV,아이가 어제 저녁에 혼자서 핸드폰을 샀다.,far,아이가,가,핸드폰을 샀다,샀다,True,
1,305,plainS-honorificV,아이가 어제 저녁에 혼자서 편지를 쓰셨다.,far,아이가,가,편지를 쓰셨다,쓰셨다,False,
1,305,plainS-plainV,아이가 어제 저녁에 혼자서 편지를 썼다.,far,아이가,가,편지를 썼다,썼다,True,
1,306,plainS-honorificV,아이가 어제 저녁에 혼자서 노래를 부르셨다.,far,아이가,가,노래를 부르셨다,부르셨다,False,
1,306,plainS-plainV,아이가 어제 저녁에 혼자서 노래를 불렀다.,far,아이가,가,노래를 불렀다,불렀다,True,
1,307,plainS-honorificV,아이가 어제 저녁에 혼자서 티비를 보셨다.,far,아이가,가,티비를 보셨다,보셨다,False,
1,307,plainS-plainV,아이가 어제 저녁에 혼자서 티비를 봤다.,far,아이가,가,티비를 봤다,봤다,True,
1,308,plainS-honorificV,아이가 어제 저녁에 혼자서 산책을 하셨다.,far,아이가,가,산책을 하셨다,하셨다,False,
1,308,plainS-plainV,아이가 어제 저녁에 혼자서 산책을 했다.,far,아이가,가,산책을 했다,했다,True,
1,309,plainS-honorificV,아이가 어제 저녁에 혼자서 정원을 가꾸셨다.,far,아이가,가,정원을 가꾸셨다,가꾸셨다,False,
1,309,plainS-plainV,아이가 어제 저녁에 혼자서 정원을 가꿨다.,far,아이가,가,정원을 가꿨다,가꿨다,True,
1,310,plainS-honorificV,아이가 어제 저녁에 혼자서 빨래를 널으셨다.,far,아이가,가,빨래를 널으셨다,널으셨다,False,
1,310,plainS-plainV,아이가 어제 저녁에 혼자서 빨래를 널었다.,far,아이가,가,빨래를 널었다,널었다,True,
1,311,plainS-honorificV,꼬마가 어제 저녁에 혼자서 책을 읽으셨다.,far,꼬마가,가,책을 읽으셨다,읽으셨다,False,
1,311,plainS-plainV,꼬마가 어제 저녁에 혼자서 책을 읽었다.,far,꼬마가,가,책을 읽었다,읽었다,True,
1,312,plainS-honorificV,꼬마가 어제 저녁에 혼자서 파스타를 드셨다.,far,꼬마가,가,파스타를 드셨다,드셨다,False,
1,312,plainS-plainV,꼬마가 어제 저녁에 혼자서 파스타를 먹었다.,far,꼬마가,가,파스타를 먹었다,먹었다,True,
1,313,plainS-honorificV,꼬마가 어제 저녁에 혼자서 호통을 치셨다.,far,꼬마가,가,호통을 치셨다,치셨다,False,
1,313,plainS-plainV,꼬마가 어제 저녁에 혼자서 호통을 쳤다.,far,꼬마가,가,호통을 쳤다,쳤다,True,
1,314,plainS-honorificV,꼬마가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,꼬마가,가,핸드폰을 사셨다,사셨다,False,
1,314,plainS-plainV,꼬마가 어제 저녁에 혼자서 핸드폰을 샀다.,far,꼬마가,가,핸드폰을 샀다,샀다,True,
1,315,plainS-honorificV,꼬마가 어제 저녁에 혼자서 편지를 쓰셨다.,far,꼬마가,가,편지를 쓰셨다,쓰셨다,False,
1,315,plainS-plainV,꼬마가 어제 저녁에 혼자서 편지를 썼다.,far,꼬마가,가,편지를 썼다,썼다,True,
1,316,plainS-honorificV,꼬마가 어제 저녁에 혼자서 노래를 부르셨다.,far,꼬마가,가,노래를 부르셨다,부르셨다,False,
1,316,plainS-plainV,꼬마가 어제 저녁에 혼자서 노래를 불렀다.,far,꼬마가,가,노래를 불렀다,불렀다,True,
1,317,plainS-honorificV,꼬마가 어제 저녁에 혼자서 티비를 보셨다.,far,꼬마가,가,티비를 보셨다,보셨다,False,
1,317,plainS-plainV,꼬마가 어제 저녁에 혼자서 티비를 봤다.,far,꼬마가,가,티비를 봤다,봤다,True,
1,318,plainS-honorificV,꼬마가 어제 저녁에 혼자서 산책을 하셨다.,far,꼬마가,가,산책을 하셨다,하셨다,False,
1,318,plainS-plainV,꼬마가 어제 저녁에 혼자서 산책을 했다.,far,꼬마가,가,산책을 했다,했다,True,
1,319,plainS-honorificV,꼬마가 어제 저녁에 혼자서 정원을 가꾸셨다.,far,꼬마가,가,정원을 가꾸셨다,가꾸셨다,False,
1,319,plainS-plainV,꼬마가 어제 저녁에 혼자서 정원을 가꿨다.,far,꼬마가,가,정원을 가꿨다,가꿨다,True,
1,320,plainS-honorificV,꼬마가 어제 저녁에 혼자서 빨래를 널으셨다.,far,꼬마가,가,빨래를 널으셨다,널으셨다,False,
1,320,plainS-plainV,꼬마가 어제 저녁에 혼자서 빨래를 널었다.,far,꼬마가,가,빨래를 널었다,널었다,True,
1,321,plainS-honorificV,남자가 어제 저녁에 혼자서 책을 읽으셨다.,far,남자가,가,책을 읽으셨다,읽으셨다,False,
1,321,plainS-plainV,남자가 어제 저녁에 혼자서 책을 읽었다.,far,남자가,가,책을 읽었다,읽었다,True,
1,322,plainS-honorificV,남자가 어제 저녁에 혼자서 파스타를 드셨다.,far,남자가,가,파스타를 드셨다,드셨다,False,
1,322,plainS-plainV,남자가 어제 저녁에 혼자서 파스타를 먹었다.,far,남자가,가,파스타를 먹었다,먹었다,True,
1,323,plainS-honorificV,남자가 어제 저녁에 혼자서 호통을 치셨다.,far,남자가,가,호통을 치셨다,치셨다,False,
1,323,plainS-plainV,남자가 어제 저녁에 혼자서 호통을 쳤다.,far,남자가,가,호통을 쳤다,쳤다,True,
1,324,plainS-honorificV,남자가 어제 저녁에 혼자서 핸드폰을 사셨다.,far,남자가,가,핸드폰을 사셨다,사셨다,False,
1,324,plainS-plainV,남자가 어제 저녁에 혼자서 핸드폰을 샀다.,far,남자가,가,핸드폰을 샀다,샀다,True,
